"word1","word2","freq"
"announced","players",2
"announcement","appeared",2
"announcement","came",2
"announcement","tonight",2
"annoying","thing",2
"annoyingly","present",2
"annual","awards",2
"annual","conference",2
"annual","holiday",2
"annual","meeting",2
"annual","membership",2
"annual","report",2
"annual","salary",2
"anonymity","authorized",2
"anonymous","tip",2
"another","alternative",2
"another","attempt",2
"another","bonus",2
"another","creamsicle",2
"another","deal",2
"another","disaster",2
"another","employee",2
"another","example",2
"another","experience",2
"another","family",2
"another","favourite",2
"another","form",2
"another","free",2
"another","game",2
"another","generation",2
"another","glorious",2
"another","hour",2
"another","key",2
"another","level",2
"another","little",2
"another","long",2
"another","lump",2
"another","margarita",2
"another","matter",2
"another","minutes",2
"another","name",2
"another","opportunity",2
"another","pharmacy",2
"another","problem",2
"another","question",2
"another","reason",2
"another","setback",2
"another","sign",2
"another","small",2
"another","starter",2
"another","stormy",2
"another","story",2
"another","strategy",2
"another","three",2
"another","vehicle",2
"another","version",2
"another","without",2
"another","words",2
"another","world",2
"another","young",2
"answer","avoid",2
"answer","every",2
"answer","far",2
"answer","offenders",2
"answer","starts",2
"answer","yes",2
"answered","question",2
"answering","question",2
"answers","help",2
"anterior","cingulate",2
"anthony","lamar",2
"anthony","sowell",2
"anti","aging",2
"anti","bullying",2
"anti","capitalist",2
"anti","litter",2
"anti","littering",2
"anti","negative",2
"anti","tax",2
"antique","dealer",2
"antonin","scalia",2
"anybody","can",2
"anybody","remember",2
"anybody","well",2
"anybodys","guess",2
"anymore","â",2
"anymore","can",2
"anymore","let",2
"anyone","follow",2
"anyone","got",2
"anyone","hasnâ",2
"anyone","inside",2
"anyone","knows",2
"anyone","like",2
"anyone","luck",2
"anyone","running",2
"anyone","still",2
"anyone","sympathize",2
"anyone","take",2
"anyone","thinks",2
"anyone","time",2
"anyone","whos",2
"anyone","younger",2
"anyoneâ","s",2
"anything","anymore",2
"anything","bad",2
"anything","beautiful",2
"anything","bland",2
"anything","close",2
"anything","ends",2
"anything","ever",2
"anything","goes",2
"anything","going",2
"anything","gone",2
"anything","good",2
"anything","granted",2
"anything","im",2
"anything","less",2
"anything","make",2
"anything","much",2
"anything","nice",2
"anything","one",2
"anything","wanted",2
"anything","wrong",2
"anything","yet",2
"anything","youâ",2
"anyway","enter",2
"anyway","find",2
"anyway","im",2
"anyway","just",2
"anyway","make",2
"anyway","matter",2
"anyway","now",2
"anyway","one",2
"anyway","rt",2
"anyway","told",2
"anywhere","beats",2
"anywhere","else",2
"ap","business",2
"ap","test",2
"apack","tax",2
"apart","dont",2
"apart","one",2
"apart","said",2
"apartment","complex",2
"apartment","just",2
"apartment","take",2
"aperture","pull",2
"apologized","brumback",2
"app","store",2
"app","turns",2
"apparent","lack",2
"apparently","â",2
"apparently","simmons",2
"apparently","wanted",2
"apparently","wind",2
"appeal","people",2
"appeal","smokers",2
"appear","player",2
"appear","ready",2
"appear","subtitle",2
"appear","sustained",2
"appear","television",2
"appear","trial",2
"appearance","conference",2
"appeared","chasing",2
"appeared","games",2
"appeared","result",2
"appeared","sandusky",2
"appeared","suddenly",2
"appeared","though",2
"appears","like",2
"appears","might",2
"appears","next",2
"appears","realize",2
"appears","woman",2
"appellations","dorigine",2
"apple","close",2
"apple","pie",2
"apple","stores",2
"apples","pears",2
"application","transfer",2
"applied","pressure",2
"apply","federal",2
"apply","much",2
"apply","night",2
"applying","jobs",2
"appointed","counsel",2
"appointment","can",2
"appointments","guest",2
"appreciate","ive",2
"appreciate","letter",2
"appreciate","little",2
"appreciate","still",2
"appreciate","support",2
"approach","us",2
"approached","car",2
"approached","coach",2
"appropriate","cases",2
"appropriate","size",2
"appropriations","bill",2
"approval","city",2
"approval","rating",2
"approval","ratings",2
"approved","change",2
"approved","city",2
"approximately","hopes",2
"approximately","million",2
"approximately","minutes",2
"approximately","people",2
"approximately","theyre",2
"apps","available",2
"apricot","preserves",2
"april","â",2
"april","alleging",2
"april","big",2
"april","board",2
"april","elections",2
"april","entire",2
"april","hopkins",2
"april","muehlebach",2
"april","pmi",2
"april","pozzuoli",2
"april","shell",2
"april","since",2
"april","thomas",2
"april","two",2
"april","will",2
"apron","martini",2
"aquarium","private",2
"aquarium","pump",2
"ar","rifle",2
"arabia","night",2
"arabic","icelandic",2
"arcane","international",2
"architectural","design",2
"arcturis","biomedical",2
"arda","think",2
"arduous","process",2
"area","clean",2
"area","either",2
"area","hunting",2
"area","included",2
"area","incorporating",2
"area","involved",2
"area","marc",2
"area","morning",2
"area","officials",2
"area","residents",2
"area","said",2
"area","used",2
"area","will",2
"areas","desirable",2
"areas","however",2
"areas","like",2
"areas","museums",2
"areas","nearly",2
"areas","people",2
"areas","thought",2
"arena","district",2
"arena","pm",2
"arena","terps",2
"arent","afraid",2
"arent","anymore",2
"arent","bad",2
"arent","days",2
"arent","enough",2
"arent","following",2
"arent","going",2
"arent","human",2
"arent","packin",2
"arent","ready",2
"arent","willing",2
"aretha","franklin",2
"argentina","produces",2
"argue","till",2
"argues","little",2
"arguments","regarding",2
"arises","two",2
"arizona","avenue",2
"arizona","law",2
"arizona","operates",2
"arizona","republic",2
"arkansas","matchup",2
"arlington","texas",2
"arm","chair",2
"arm","twisting",2
"armed","forces",2
"armed","robbery",2
"arms","open",2
"arms","paintball",2
"army","corps",2
"army","got",2
"army","man",2
"army","members",2
"army","stopped",2
"arnold","palmer",2
"arnold","schwarzenegger",2
"aroma","leg",2
"around","ask",2
"around","california",2
"around","campfire",2
"around","clock",2
"around","comes",2
"around","dark",2
"around","days",2
"around","entire",2
"around","even",2
"around","everything",2
"around","fast",2
"around","following",2
"around","frequent",2
"around","friends",2
"around","giving",2
"around","head",2
"around","historic",2
"around","im",2
"around","ive",2
"around","just",2
"around","kitchen",2
"around","lately",2
"around","league",2
"around","little",2
"around","looks",2
"around","lunch",2
"around","midnight",2
"around","money",2
"around","next",2
"around","open",2
"around","outside",2
"around","parts",2
"around","peter",2
"around","place",2
"around","player",2
"around","said",2
"around","say",2
"around","screaming",2
"around","see",2
"around","several",2
"around","share",2
"around","since",2
"around","specific",2
"around","sufficient",2
"around","telling",2
"around","th",2
"around","united",2
"around","web",2
"around","wheels",2
"around","worldwide",2
"around","youll",2
"arranged","marriage",2
"arrangement","school",2
"array","issues",2
"arrest","declines",2
"arrest","placement",2
"arrested","â",2
"arrested","couple",2
"arrested","men",2
"arrested","saturday",2
"arrested","suspicion",2
"arrested","three",2
"arresting","one",2
"arrests","child",2
"arrests","made",2
"arrive","scene",2
"arrived","first",2
"arrived","mary",2
"arrived","new",2
"arrived","scene",2
"arrives","waiter",2
"arriving","back",2
"art","book",2
"art","department",2
"art","design",2
"art","exhibition",2
"art","field",2
"art","form",2
"art","piece",2
"art","scene",2
"art","shop",2
"art","show",2
"art","social",2
"arthur","lithgows",2
"arthur","west",2
"artichoke","fritters",2
"article","just",2
"article","states",2
"article","week",2
"artist","intellectualâ",2
"artist","just",2
"artist","made",2
"artist","residence",2
"artistic","directors",2
"artistic","environment",2
"artistic","spikes",2
"artists","craftspeople",2
"artists","render",2
"arts","game",2
"arts","learn",2
"arts","program",2
"arts","sciences",2
"artwork","decorated",2
"artwork","seen",2
"asbestos","exposure",2
"ascent","corner",2
"asdrubal","cabrera",2
"asg","might",2
"asher","said",2
"asheville","nc",2
"aside","another",2
"aside","host",2
"ask","anything",2
"ask","banks",2
"ask","cant",2
"ask","every",2
"ask","forgiveness",2
"ask","friends",2
"ask","ive",2
"ask","like",2
"ask","look",2
"ask","new",2
"ask","one",2
"ask","something",2
"asked","anything",2
"asked","bad",2
"asked","ballot",2
"asked","can",2
"asked","constant",2
"asked","first",2
"asked","identified",2
"asked","judge",2
"asked","last",2
"asked","like",2
"asked","name",2
"asked","new",2
"asked","one",2
"asked","people",2
"asked","puc",2
"asked","series",2
"asked","surprised",2
"asking","direct",2
"asking","foot",2
"asking","friends",2
"asking","help",2
"asking","may",2
"asking","parents",2
"asking","play",2
"asking","questions",2
"asking","us",2
"asphalt","existing",2
"assad","regime",2
"assaulting","year",2
"assembly","charter",2
"assembly","line",2
"assembly","state",2
"assessed","borough",2
"assessed","rockaway",2
"assessed","will",2
"assessing","dangers",2
"assessment","tools",2
"asset","management",2
"asset","passionate",2
"asset","protection",2
"assigned","number",2
"assist","border",2
"assist","police",2
"assistant","coach",2
"assistant","manager",2
"assistant","principal",2
"assistant","professor",2
"associate","editor",2
"associate","mershon",2
"associated","trade",2
"association","call",2
"association","local",2
"association","represents",2
"associationâ","s",2
"associations","solution",2
"assorted","friends",2
"assuming","ohio",2
"astringently","fresh",2
"ate","entire",2
"ate","half",2
"ate","one",2
"atf","whistleblowers",2
"athletes","will",2
"athletic","department",2
"athletic","hes",2
"athletic","supply",2
"athletic","team",2
"atlanta","hawks",2
"atlanta","schools",2
"atlantic","ocean",2
"atmosphere","especially",2
"att","verizon",2
"att","year",2
"attacks","based",2
"attacks","convinced",2
"attacks","go",2
"attacks","strike",2
"attempt","get",2
"attempt","make",2
"attempted","hit",2
"attend","party",2
"attend","university",2
"attend","will",2
"attendance","last",2
"attended","last",2
"attended","meeting",2
"attending","online",2
"attending","soccer",2
"attention","back",2
"attention","doesnt",2
"attention","something",2
"attitude","â",2
"attitude","makes",2
"attitude","might",2
"attitude","towards",2
"attorney","clines",2
"attorney","dennis",2
"attorney","john",2
"attorney","richard",2
"attorney","said",2
"attorney","tom",2
"attorneys","representing",2
"attract","donations",2
"attract","keep",2
"attract","positive",2
"attracted","net",2
"attraction","fitness",2
"attuned","full",2
"auburn","hills",2
"auction","later",2
"auctioneer","commanded",2
"audience","earning",2
"audience","stuart",2
"audience","way",2
"audience","yelled",2
"audition","went",2
"audrey","hepburn",2
"audubon","center",2
"aug","white",2
"august","come",2
"august","day",2
"august","decline",2
"august","expectation",2
"august","rainstorm",2
"august","says",2
"august","september",2
"august","us",2
"august","will",2
"aunt","elizabeth",2
"aunt","uncle",2
"aunts","uncles",2
"austerity","measures",2
"austin","just",2
"austin","known",2
"austin","mahone",2
"austin","tx",2
"authentic","blackness",2
"authentically","exotic",2
"author","can",2
"author","celtic",2
"author","editorially",2
"author","heather",2
"author","memoir",2
"author","new",2
"author","now",2
"author","whose",2
"authored","another",2
"authorities","believe",2
"authorities","identified",2
"authorities","trying",2
"authority","help",2
"authority","new",2
"authority","protect",2
"authority","real",2
"authors","estate",2
"authors","read",2
"autistic","coping",2
"auto","club",2
"auto","czar",2
"auto","industry",2
"auto","racing",2
"auto","retailers",2
"auto","show",2
"auto","tweets",2
"auto","workers",2
"autobahn","highway",2
"autobiographical","intimacy",2
"autograph","work",2
"automatic","can",2
"autzen","foundation",2
"available","containing",2
"available","night",2
"available","ninth",2
"available","right",2
"available","specifically",2
"available","website",2
"available","yet",2
"ave","near",2
"ave","will",2
"avengers","bad",2
"avengers","origins",2
